constraint_name,table,columns_or_predicate,type,migration/model/database_contract,service_command,operation_id,current_precheck,current_integrity_handling,current_http_status_code_details,recommended_status_code_details,transaction_owner,required_tests
fk_platform_profiles_platform_prompt_id,platform_profiles,platform_prompt_id -> platform_prompts.id [RESTRICT],FOREIGN KEY,"backend/app/migration_schema_v1.py:362-381; backend/alembic/versions/0009_config_center.py:847-855; backend/alembic/versions/0031_reusable_platform_prompts.py:45-56 ; backend/app/models/configuration.py:26-125 ; contracts/database.md:193-201,221-225,431",content_planning.create_platform_profile; platform_configuration.update_platform_profile,createPlatformProfile;updatePlatformProfile,content_planning.create_platform_profile; platform_configuration.update_platform_profile: 直接写入/修改/删除链按该约束列或触发器语义执行；未见 fk_platform_profiles_platform_prompt_id 专用预检，数据库 FOREIGN KEY 是 authority,content_planning.create_platform_profile; platform_configuration.update_platform_profile: 未见按 fk_platform_profiles_platform_prompt_id 专用 diagnostics mapper；失败由最终 owner rollback，异常进入全局 handler（worker 则由独立 Session 处理）,HTTP owner 当前未捕获时全局 409 REVISION_CONFLICT / 数据约束冲突（不泄漏 DB）。,fk_platform_profiles_platform_prompt_id：按 PostgreSQL diagnostics 精确映射；未批准领域 code 时 default500/contract-decision required，禁止错误文本映射。,content_planning.create_platform_profile; platform_configuration.update_platform_profile 的最终 flush/commit command 或独立 worker Session（间接 helper 不拥有事务）,真实 PostgreSQL FOREIGN KEY sentinel：fk_platform_profiles_platform_prompt_id；仅覆盖直接 owner content_planning.create_platform_profile; platform_configuration.update_platform_profile / operation createPlatformProfile;updatePlatformProfile；断言失败边界、rollback、无 SUCCESS audit
fk_platform_profiles_platform_type_id,platform_profiles,platform_type_id -> platform_types.id [RESTRICT],FOREIGN KEY,"backend/app/migration_schema_v1.py:362-381; backend/alembic/versions/0009_config_center.py:847-855; backend/alembic/versions/0031_reusable_platform_prompts.py:45-56 ; backend/app/models/configuration.py:26-125 ; contracts/database.md:193-201,221-225,431",content_planning.create_platform_profile; platform_configuration.update_platform_profile,createPlatformProfile;updatePlatformProfile,content_planning.create_platform_profile; platform_configuration.update_platform_profile: 直接写入/修改/删除链按该约束列或触发器语义执行；未见 fk_platform_profiles_platform_type_id 专用预检，数据库 FOREIGN KEY 是 authority,content_planning.create_platform_profile; platform_configuration.update_platform_profile: 未见按 fk_platform_profiles_platform_type_id 专用 diagnostics mapper；失败由最终 owner rollback，异常进入全局 handler（worker 则由独立 Session 处理）,HTTP owner 当前未捕获时全局 409 REVISION_CONFLICT / 数据约束冲突（不泄漏 DB）。,fk_platform_profiles_platform_type_id：按 PostgreSQL diagnostics 精确映射；未批准领域 code 时 default500/contract-decision required，禁止错误文本映射。,content_planning.create_platform_profile; platform_configuration.update_platform_profile 的最终 flush/commit command 或独立 worker Session（间接 helper 不拥有事务）,真实 PostgreSQL FOREIGN KEY sentinel：fk_platform_profiles_platform_type_id；仅覆盖直接 owner content_planning.create_platform_profile; platform_configuration.update_platform_profile / operation createPlatformProfile;updatePlatformProfile；断言失败边界、rollback、无 SUCCESS audit
fk_platform_prompt_templates_updated_by_users,platform_prompts,updated_by -> users.id [RESTRICT],FOREIGN KEY,backend/alembic/versions/0031_reusable_platform_prompts.py:16-56 ; backend/app/models/configuration.py:26-125 ; contracts/database.md:281-285,platform_configuration.create_platform_prompt; platform_configuration.update_platform_prompt; platform_configuration.delete_platform_prompt,createPlatformPrompt;updatePlatformPrompt;deletePlatformPrompt,platform_configuration.create_platform_prompt; platform_configuration.update_platform_prompt; platform_configuration.delete_platform_prompt: 直接写入/删除链对 users.id [RESTRICT] 的加载或锁定仅作业务门禁；未见针对 fk_platform_prompt_templates_updated_by_users 的 conname 预检，FK 仍是 authority,platform_configuration.create_platform_prompt; platform_configuration.update_platform_prompt; platform_configuration.delete_platform_prompt: 无 fk_platform_prompt_templates_updated_by_users 专用 diagnostics mapper；HTTP 异常进入 errors.py:76-79 全局 handler，无 HTTP owner 仅由 worker 失败,当前 HTTP owner 全局 409 REVISION_CONFLICT / 数据约束冲突（不泄漏 DB）,fk_platform_prompt_templates_updated_by_users 仅批准的引用/删除语义可 409；应按 diag.constraint_name 精确映射，未知 default500/contract-decision required,platform_configuration.create_platform_prompt; platform_configuration.update_platform_prompt; platform_configuration.delete_platform_prompt 的直接 command 顶层 Session（由 owner 负责 flush/commit/rollback）,真实 PostgreSQL FOREIGN KEY sentinel：fk_platform_prompt_templates_updated_by_users；仅覆盖直接 owner platform_configuration.create_platform_prompt; platform_configuration.update_platform_prompt; platform_configuration.delete_platform_prompt / operation createPlatformPrompt;updatePlatformPrompt;deletePlatformPrompt；断言 diagnostics/HTTP 或 worker 失败边界、rollback、无 SUCCESS audit
fk_platform_types_created_by_users,platform_types,created_by -> users.id [RESTRICT],FOREIGN KEY,backend/alembic/versions/0009_config_center.py:818-828 ; backend/app/models/configuration.py:26-125 ; contracts/database.md:77,platform_configuration.create_platform_type; platform_configuration.update_platform_type; platform_configuration.delete_platform_type,createPlatformType;updatePlatformType;deletePlatformType,platform_configuration.create_platform_type; platform_configuration.update_platform_type; platform_configuration.delete_platform_type: 直接写入/删除链对 users.id [RESTRICT] 的加载或锁定仅作业务门禁；未见针对 fk_platform_types_created_by_users 的 conname 预检，FK 仍是 authority,platform_configuration.create_platform_type; platform_configuration.update_platform_type; platform_configuration.delete_platform_type: 无 fk_platform_types_created_by_users 专用 diagnostics mapper；HTTP 异常进入 errors.py:76-79 全局 handler，无 HTTP owner 仅由 worker 失败,当前 HTTP owner 全局 409 REVISION_CONFLICT / 数据约束冲突（不泄漏 DB）,fk_platform_types_created_by_users 仅批准的引用/删除语义可 409；应按 diag.constraint_name 精确映射，未知 default500/contract-decision required,platform_configuration.create_platform_type; platform_configuration.update_platform_type; platform_configuration.delete_platform_type 的直接 command 顶层 Session（由 owner 负责 flush/commit/rollback）,真实 PostgreSQL FOREIGN KEY sentinel：fk_platform_types_created_by_users；仅覆盖直接 owner platform_configuration.create_platform_type; platform_configuration.update_platform_type; platform_configuration.delete_platform_type / operation createPlatformType;updatePlatformType;deletePlatformType；断言 diagnostics/HTTP 或 worker 失败边界、rollback、无 SUCCESS audit
fk_publication_attachments_file_id_file_records,publication_attachments,file_id -> file_records.id [RESTRICT],FOREIGN KEY,"backend/alembic/versions/0034_publication_workflow_redesign.py:330-351 ; backend/app/models/publication.py:28-290 ; contracts/database.md:299,305,432,453",publication.create_publication_work; publication.permanently_delete_published_article; publication.permanently_delete_content_task,createPublicationWork;permanentlyDeletePublishedArticle;permanentlyDeleteContentTask,publication.create_publication_work; publication.permanently_delete_published_article; publication.permanently_delete_content_task: 直接写入/修改/删除链按该列或触发器语义执行；未见 fk_publication_attachments_file_id_file_records 专用预检，数据库 FOREIGN KEY 是 authority,publication.create_publication_work; publication.permanently_delete_published_article; publication.permanently_delete_content_task: 未见按 fk_publication_attachments_file_id_file_records 专用 diagnostics mapper；失败由最终 owner rollback，异常进入全局 handler（worker 则由独立 Session 处理）,HTTP owner 当前未捕获时全局 409 REVISION_CONFLICT / 数据约束冲突（不泄漏 DB）。,fk_publication_attachments_file_id_file_records：按 PostgreSQL diagnostics 精确映射；未批准领域 code 时 default500/contract-decision required，禁止错误文本映射。,publication.create_publication_work; publication.permanently_delete_published_article; publication.permanently_delete_content_task 的最终 flush/commit command 或独立 worker Session（间接 helper 不拥有事务）,真实 PostgreSQL FOREIGN KEY sentinel：fk_publication_attachments_file_id_file_records；仅覆盖直接 owner publication.create_publication_work; publication.permanently_delete_published_article; publication.permanently_delete_content_task / operation createPublicationWork;permanentlyDeletePublishedArticle;permanentlyDeleteContentTask；断言失败边界、rollback、无 SUCCESS audit
fk_publication_attachments_work,publication_attachments,publication_work_id -> publication_works.id [RESTRICT],FOREIGN KEY,"backend/alembic/versions/0034_publication_workflow_redesign.py:330-351 ; backend/app/models/publication.py:28-290 ; contracts/database.md:299,305,432,453",publication.create_publication_work; publication.permanently_delete_published_article; publication.permanently_delete_content_task,createPublicationWork;permanentlyDeletePublishedArticle;permanentlyDeleteContentTask,publication.create_publication_work; publication.permanently_delete_published_article; publication.permanently_delete_content_task: 直接写入/修改/删除链按该列或触发器语义执行；未见 fk_publication_attachments_work 专用预检，数据库 FOREIGN KEY 是 authority,publication.create_publication_work; publication.permanently_delete_published_article; publication.permanently_delete_content_task: 未见按 fk_publication_attachments_work 专用 diagnostics mapper；失败由最终 owner rollback，异常进入全局 handler（worker 则由独立 Session 处理）,HTTP owner 当前未捕获时全局 409 REVISION_CONFLICT / 数据约束冲突（不泄漏 DB）。,fk_publication_attachments_work：按 PostgreSQL diagnostics 精确映射；未批准领域 code 时 default500/contract-decision required，禁止错误文本映射。,publication.create_publication_work; publication.permanently_delete_published_article; publication.permanently_delete_content_task 的最终 flush/commit command 或独立 worker Session（间接 helper 不拥有事务）,真实 PostgreSQL FOREIGN KEY sentinel：fk_publication_attachments_work；仅覆盖直接 owner publication.create_publication_work; publication.permanently_delete_published_article; publication.permanently_delete_content_task / operation createPublicationWork;permanentlyDeletePublishedArticle;permanentlyDeleteContentTask；断言失败边界、rollback、无 SUCCESS audit
fk_publication_verifications_actor_id_users,publication_verifications,actor_id -> users.id [RESTRICT],FOREIGN KEY,"backend/alembic/versions/0034_publication_workflow_redesign.py:188-232; backend/alembic/versions/0035_business_workflow_primary_tasks.py:141-170 ; backend/app/models/publication.py:28-290 ; contracts/database.md:303,448-451",publication.verify_publication_work,verifyPublicationWork,publication.verify_publication_work: 直接写入/修改/删除链按该列或触发器语义执行；未见 fk_publication_verifications_actor_id_users 专用预检，数据库 FOREIGN KEY 是 authority,publication.verify_publication_work: 未见按 fk_publication_verifications_actor_id_users 专用 diagnostics mapper；失败由最终 owner rollback，异常进入全局 handler（worker 则由独立 Session 处理）,HTTP owner 当前未捕获时全局 409 REVISION_CONFLICT / 数据约束冲突（不泄漏 DB）。,fk_publication_verifications_actor_id_users：按 PostgreSQL diagnostics 精确映射；未批准领域 code 时 default500/contract-decision required，禁止错误文本映射。,publication.verify_publication_work 的最终 flush/commit command 或独立 worker Session（间接 helper 不拥有事务）,真实 PostgreSQL FOREIGN KEY sentinel：fk_publication_verifications_actor_id_users；仅覆盖直接 owner publication.verify_publication_work / operation verifyPublicationWork；断言失败边界、rollback、无 SUCCESS audit
fk_publication_verifications_content_version_id,publication_verifications,content_version_id -> content_versions.id [RESTRICT],FOREIGN KEY,"backend/alembic/versions/0034_publication_workflow_redesign.py:188-232; backend/alembic/versions/0035_business_workflow_primary_tasks.py:141-170 ; backend/app/models/publication.py:28-290 ; contracts/database.md:303,448-451",publication.verify_publication_work,verifyPublicationWork,publication.verify_publication_work: 直接写入/修改/删除链按该列或触发器语义执行；未见 fk_publication_verifications_content_version_id 专用预检，数据库 FOREIGN KEY 是 authority,publication.verify_publication_work: 未见按 fk_publication_verifications_content_version_id 专用 diagnostics mapper；失败由最终 owner rollback，异常进入全局 handler（worker 则由独立 Session 处理）,HTTP owner 当前未捕获时全局 409 REVISION_CONFLICT / 数据约束冲突（不泄漏 DB）。,fk_publication_verifications_content_version_id：按 PostgreSQL diagnostics 精确映射；未批准领域 code 时 default500/contract-decision required，禁止错误文本映射。,publication.verify_publication_work 的最终 flush/commit command 或独立 worker Session（间接 helper 不拥有事务）,真实 PostgreSQL FOREIGN KEY sentinel：fk_publication_verifications_content_version_id；仅覆盖直接 owner publication.verify_publication_work / operation verifyPublicationWork；断言失败边界、rollback、无 SUCCESS audit
fk_publication_verifications_work,publication_verifications,publication_work_id -> publication_works.id [RESTRICT],FOREIGN KEY,"backend/alembic/versions/0034_publication_workflow_redesign.py:188-232; backend/alembic/versions/0035_business_workflow_primary_tasks.py:141-170 ; backend/app/models/publication.py:28-290 ; contracts/database.md:303,448-451",publication.verify_publication_work,verifyPublicationWork,publication.verify_publication_work: 直接写入/修改/删除链按该列或触发器语义执行；未见 fk_publication_verifications_work 专用预检，数据库 FOREIGN KEY 是 authority,publication.verify_publication_work: 未见按 fk_publication_verifications_work 专用 diagnostics mapper；失败由最终 owner rollback，异常进入全局 handler（worker 则由独立 Session 处理）,HTTP owner 当前未捕获时全局 409 REVISION_CONFLICT / 数据约束冲突（不泄漏 DB）。,fk_publication_verifications_work：按 PostgreSQL diagnostics 精确映射；未批准领域 code 时 default500/contract-decision required，禁止错误文本映射。,publication.verify_publication_work 的最终 flush/commit command 或独立 worker Session（间接 helper 不拥有事务）,真实 PostgreSQL FOREIGN KEY sentinel：fk_publication_verifications_work；仅覆盖直接 owner publication.verify_publication_work / operation verifyPublicationWork；断言失败边界、rollback、无 SUCCESS audit
fk_publication_work_events_actor_id_users,publication_work_events,actor_id -> users.id [RESTRICT],FOREIGN KEY,"backend/alembic/versions/0034_publication_workflow_redesign.py:159-187; backend/alembic/versions/0035_business_workflow_primary_tasks.py:123-139 ; backend/app/models/publication.py:28-290 ; contracts/database.md:303,313,448,453",publication._work_event←create_publication_work/update_publication_preparation/mark_publication_platform_review/register_publication_result/switch_publication_content_version/verify_publication_work/close_publication_work; publication.permanently_delete_published_article; publication.permanently_delete_content_task,createPublicationWork;updatePublicationPreparation;markPublicationPlatformReview;registerPublicationResult;switchPublicationContentVersion;verifyPublicationWork;closePublicationWork;permanentlyDeletePublishedArticle;permanentlyDeleteContentTask,publication._work_event←create_publication_work/update_publication_preparation/mark_publication_platform_review/register_publication_result/switch_publication_content_version/verify_publication_work/close_publication_work; publication.permanently_delete_published_article; publication.permanently_delete_content_task: 直接写入/修改/删除链按该列或触发器语义执行；未见 fk_publication_work_events_actor_id_users 专用预检，数据库 FOREIGN KEY 是 authority,publication._work_event←create_publication_work/update_publication_preparation/mark_publication_platform_review/register_publication_result/switch_publication_content_version/verify_publication_work/close_publication_work; publication.permanently_delete_published_article; publication.permanently_delete_content_task: 未见按 fk_publication_work_events_actor_id_users 专用 diagnostics mapper；失败由最终 owner rollback，异常进入全局 handler（worker 则由独立 Session 处理）,HTTP owner 当前未捕获时全局 409 REVISION_CONFLICT / 数据约束冲突（不泄漏 DB）。,fk_publication_work_events_actor_id_users：按 PostgreSQL diagnostics 精确映射；未批准领域 code 时 default500/contract-decision required，禁止错误文本映射。,publication._work_event←create_publication_work/update_publication_preparation/mark_publication_platform_review/register_publication_result/switch_publication_content_version/verify_publication_work/close_publication_work; publication.permanently_delete_published_article; publication.permanently_delete_content_task 的最终 flush/commit command 或独立 worker Session（间接 helper 不拥有事务）,真实 PostgreSQL FOREIGN KEY sentinel：fk_publication_work_events_actor_id_users；仅覆盖直接 owner publication._work_event←create_publication_work/update_publication_preparation/mark_publication_platform_review/register_publication_result/switch_publication_content_version/verify_publication_work/close_publication_work; publication.permanently_delete_published_article; publication.permanently_delete_content_task / operation createPublicationWork;updatePublicationPreparation;markPublicationPlatformReview;registerPublicationResult;switchPublicationContentVersion;verifyPublicationWork;closePublicationWork;permanentlyDeletePublishedArticle;permanentlyDeleteContentTask；断言失败边界、rollback、无 SUCCESS audit
fk_publication_work_events_from_content_version_id,publication_work_events,from_content_version_id -> content_versions.id [RESTRICT],FOREIGN KEY,"backend/alembic/versions/0034_publication_workflow_redesign.py:159-187; backend/alembic/versions/0035_business_workflow_primary_tasks.py:123-139 ; backend/app/models/publication.py:28-290 ; contracts/database.md:303,313,448,453",publication._work_event←create_publication_work/update_publication_preparation/mark_publication_platform_review/register_publication_result/switch_publication_content_version/verify_publication_work/close_publication_work; publication.permanently_delete_published_article; publication.permanently_delete_content_task,createPublicationWork;updatePublicationPreparation;markPublicationPlatformReview;registerPublicationResult;switchPublicationContentVersion;verifyPublicationWork;closePublicationWork;permanentlyDeletePublishedArticle;permanentlyDeleteContentTask,publication._work_event←create_publication_work/update_publication_preparation/mark_publication_platform_review/register_publication_result/switch_publication_content_version/verify_publication_work/close_publication_work; publication.permanently_delete_published_article; publication.permanently_delete_content_task: 直接写入/修改/删除链按该列或触发器语义执行；未见 fk_publication_work_events_from_content_version_id 专用预检，数据库 FOREIGN KEY 是 authority,publication._work_event←create_publication_work/update_publication_preparation/mark_publication_platform_review/register_publication_result/switch_publication_content_version/verify_publication_work/close_publication_work; publication.permanently_delete_published_article; publication.permanently_delete_content_task: 未见按 fk_publication_work_events_from_content_version_id 专用 diagnostics mapper；失败由最终 owner rollback，异常进入全局 handler（worker 则由独立 Session 处理）,HTTP owner 当前未捕获时全局 409 REVISION_CONFLICT / 数据约束冲突（不泄漏 DB）。,fk_publication_work_events_from_content_version_id：按 PostgreSQL diagnostics 精确映射；未批准领域 code 时 default500/contract-decision required，禁止错误文本映射。,publication._work_event←create_publication_work/update_publication_preparation/mark_publication_platform_review/register_publication_result/switch_publication_content_version/verify_publication_work/close_publication_work; publication.permanently_delete_published_article; publication.permanently_delete_content_task 的最终 flush/commit command 或独立 worker Session（间接 helper 不拥有事务）,真实 PostgreSQL FOREIGN KEY sentinel：fk_publication_work_events_from_content_version_id；仅覆盖直接 owner publication._work_event←create_publication_work/update_publication_preparation/mark_publication_platform_review/register_publication_result/switch_publication_content_version/verify_publication_work/close_publication_work; publication.permanently_delete_published_article; publication.permanently_delete_content_task / operation createPublicationWork;updatePublicationPreparation;markPublicationPlatformReview;registerPublicationResult;switchPublicationContentVersion;verifyPublicationWork;closePublicationWork;permanentlyDeletePublishedArticle;permanentlyDeleteContentTask；断言失败边界、rollback、无 SUCCESS audit
fk_publication_work_events_work,publication_work_events,publication_work_id -> publication_works.id [RESTRICT],FOREIGN KEY,"backend/alembic/versions/0034_publication_workflow_redesign.py:159-187; backend/alembic/versions/0035_business_workflow_primary_tasks.py:123-139 ; backend/app/models/publication.py:28-290 ; contracts/database.md:303,313,448,453",publication._work_event←create_publication_work/update_publication_preparation/mark_publication_platform_review/register_publication_result/switch_publication_content_version/verify_publication_work/close_publication_work; publication.permanently_delete_published_article; publication.permanently_delete_content_task,createPublicationWork;updatePublicationPreparation;markPublicationPlatformReview;registerPublicationResult;switchPublicationContentVersion;verifyPublicationWork;closePublicationWork;permanentlyDeletePublishedArticle;permanentlyDeleteContentTask,publication._work_event←create_publication_work/update_publication_preparation/mark_publication_platform_review/register_publication_result/switch_publication_content_version/verify_publication_work/close_publication_work; publication.permanently_delete_published_article; publication.permanently_delete_content_task: 直接写入/修改/删除链按该列或触发器语义执行；未见 fk_publication_work_events_work 专用预检，数据库 FOREIGN KEY 是 authority,publication._work_event←create_publication_work/update_publication_preparation/mark_publication_platform_review/register_publication_result/switch_publication_content_version/verify_publication_work/close_publication_work; publication.permanently_delete_published_article; publication.permanently_delete_content_task: 未见按 fk_publication_work_events_work 专用 diagnostics mapper；失败由最终 owner rollback，异常进入全局 handler（worker 则由独立 Session 处理）,HTTP owner 当前未捕获时全局 409 REVISION_CONFLICT / 数据约束冲突（不泄漏 DB）。,fk_publication_work_events_work：按 PostgreSQL diagnostics 精确映射；未批准领域 code 时 default500/contract-decision required，禁止错误文本映射。,publication._work_event←create_publication_work/update_publication_preparation/mark_publication_platform_review/register_publication_result/switch_publication_content_version/verify_publication_work/close_publication_work; publication.permanently_delete_published_article; publication.permanently_delete_content_task 的最终 flush/commit command 或独立 worker Session（间接 helper 不拥有事务）,真实 PostgreSQL FOREIGN KEY sentinel：fk_publication_work_events_work；仅覆盖直接 owner publication._work_event←create_publication_work/update_publication_preparation/mark_publication_platform_review/register_publication_result/switch_publication_content_version/verify_publication_work/close_publication_work; publication.permanently_delete_published_article; publication.permanently_delete_content_task / operation createPublicationWork;updatePublicationPreparation;markPublicationPlatformReview;registerPublicationResult;switchPublicationContentVersion;verifyPublicationWork;closePublicationWork;permanentlyDeletePublishedArticle;permanentlyDeleteContentTask；断言失败边界、rollback、无 SUCCESS audit
fk_publication_work_events_to_content_version_id,publication_work_events,to_content_version_id -> content_versions.id [RESTRICT],FOREIGN KEY,"backend/alembic/versions/0034_publication_workflow_redesign.py:159-187; backend/alembic/versions/0035_business_workflow_primary_tasks.py:123-139 ; backend/app/models/publication.py:28-290 ; contracts/database.md:303,313,448,453",publication._work_event←create_publication_work/update_publication_preparation/mark_publication_platform_review/register_publication_result/switch_publication_content_version/verify_publication_work/close_publication_work; publication.permanently_delete_published_article; publication.permanently_delete_content_task,createPublicationWork;updatePublicationPreparation;markPublicationPlatformReview;registerPublicationResult;switchPublicationContentVersion;verifyPublicationWork;closePublicationWork;permanentlyDeletePublishedArticle;permanentlyDeleteContentTask,publication._work_event←create_publication_work/update_publication_preparation/mark_publication_platform_review/register_publication_result/switch_publication_content_version/verify_publication_work/close_publication_work; publication.permanently_delete_published_article; publication.permanently_delete_content_task: 直接写入/修改/删除链按该列或触发器语义执行；未见 fk_publication_work_events_to_content_version_id 专用预检，数据库 FOREIGN KEY 是 authority,publication._work_event←create_publication_work/update_publication_preparation/mark_publication_platform_review/register_publication_result/switch_publication_content_version/verify_publication_work/close_publication_work; publication.permanently_delete_published_article; publication.permanently_delete_content_task: 未见按 fk_publication_work_events_to_content_version_id 专用 diagnostics mapper；失败由最终 owner rollback，异常进入全局 handler（worker 则由独立 Session 处理）,HTTP owner 当前未捕获时全局 409 REVISION_CONFLICT / 数据约束冲突（不泄漏 DB）。,fk_publication_work_events_to_content_version_id：按 PostgreSQL diagnostics 精确映射；未批准领域 code 时 default500/contract-decision required，禁止错误文本映射。,publication._work_event←create_publication_work/update_publication_preparation/mark_publication_platform_review/register_publication_result/switch_publication_content_version/verify_publication_work/close_publication_work; publication.permanently_delete_published_article; publication.permanently_delete_content_task 的最终 flush/commit command 或独立 worker Session（间接 helper 不拥有事务）,真实 PostgreSQL FOREIGN KEY sentinel：fk_publication_work_events_to_content_version_id；仅覆盖直接 owner publication._work_event←create_publication_work/update_publication_preparation/mark_publication_platform_review/register_publication_result/switch_publication_content_version/verify_publication_work/close_publication_work; publication.permanently_delete_published_article; publication.permanently_delete_content_task / operation createPublicationWork;updatePublicationPreparation;markPublicationPlatformReview;registerPublicationResult;switchPublicationContentVersion;verifyPublicationWork;closePublicationWork;permanentlyDeletePublishedArticle;permanentlyDeleteContentTask；断言失败边界、rollback、无 SUCCESS audit
fk_publication_works_closed_by_users,publication_works,closed_by -> users.id [RESTRICT],FOREIGN KEY,"backend/alembic/versions/0034_publication_workflow_redesign.py:49-158; backend/alembic/versions/0035_business_workflow_primary_tasks.py:83-121; backend/alembic/versions/0037_simplify_deletion_lifecycle.py:166-185 ; backend/app/models/publication.py:28-290 ; contracts/database.md:329,333,434-448",publication.close_publication_work,closePublicationWork,publication.close_publication_work: 直接写入/修改/删除链按该列或触发器语义执行；未见 fk_publication_works_closed_by_users 专用预检，数据库 FOREIGN KEY 是 authority,publication.close_publication_work: 未见按 fk_publication_works_closed_by_users 专用 diagnostics mapper；失败由最终 owner rollback，异常进入全局 handler（worker 则由独立 Session 处理）,HTTP owner 当前未捕获时全局 409 REVISION_CONFLICT / 数据约束冲突（不泄漏 DB）。,fk_publication_works_closed_by_users：按 PostgreSQL diagnostics 精确映射；未批准领域 code 时 default500/contract-decision required，禁止错误文本映射。,publication.close_publication_work 的最终 flush/commit command 或独立 worker Session（间接 helper 不拥有事务）,真实 PostgreSQL FOREIGN KEY sentinel：fk_publication_works_closed_by_users；仅覆盖直接 owner publication.close_publication_work / operation closePublicationWork；断言失败边界、rollback、无 SUCCESS audit
fk_publication_works_content_task_id_content_tasks,publication_works,content_task_id -> content_tasks.id [RESTRICT],FOREIGN KEY,"backend/alembic/versions/0034_publication_workflow_redesign.py:49-158; backend/alembic/versions/0035_business_workflow_primary_tasks.py:83-121; backend/alembic/versions/0037_simplify_deletion_lifecycle.py:166-185 ; backend/app/models/publication.py:28-290 ; contracts/database.md:329,333,434-448",publication.create_publication_work,createPublicationWork,publication.create_publication_work: 直接写入/修改/删除链按该列或触发器语义执行；未见 fk_publication_works_content_task_id_content_tasks 专用预检，数据库 FOREIGN KEY 是 authority,publication.create_publication_work: 未见按 fk_publication_works_content_task_id_content_tasks 专用 diagnostics mapper；失败由最终 owner rollback，异常进入全局 handler（worker 则由独立 Session 处理）,HTTP owner 当前未捕获时全局 409 REVISION_CONFLICT / 数据约束冲突（不泄漏 DB）。,fk_publication_works_content_task_id_content_tasks：按 PostgreSQL diagnostics 精确映射；未批准领域 code 时 default500/contract-decision required，禁止错误文本映射。,publication.create_publication_work 的最终 flush/commit command 或独立 worker Session（间接 helper 不拥有事务）,真实 PostgreSQL FOREIGN KEY sentinel：fk_publication_works_content_task_id_content_tasks；仅覆盖直接 owner publication.create_publication_work / operation createPublicationWork；断言失败边界、rollback、无 SUCCESS audit
fk_publication_works_content_version_id_content_versions,publication_works,content_version_id -> content_versions.id [RESTRICT],FOREIGN KEY,"backend/alembic/versions/0034_publication_workflow_redesign.py:49-158; backend/alembic/versions/0035_business_workflow_primary_tasks.py:83-121; backend/alembic/versions/0037_simplify_deletion_lifecycle.py:166-185 ; backend/app/models/publication.py:28-290 ; contracts/database.md:329,333,434-448",publication.create_publication_work; publication.switch_publication_content_version,createPublicationWork;switchPublicationContentVersion,publication.create_publication_work; publication.switch_publication_content_version: 直接写入/修改/删除链按该列或触发器语义执行；未见 fk_publication_works_content_version_id_content_versions 专用预检，数据库 FOREIGN KEY 是 authority,publication.create_publication_work; publication.switch_publication_content_version: 未见按 fk_publication_works_content_version_id_content_versions 专用 diagnostics mapper；失败由最终 owner rollback，异常进入全局 handler（worker 则由独立 Session 处理）,HTTP owner 当前未捕获时全局 409 REVISION_CONFLICT / 数据约束冲突（不泄漏 DB）。,fk_publication_works_content_version_id_content_versions：按 PostgreSQL diagnostics 精确映射；未批准领域 code 时 default500/contract-decision required，禁止错误文本映射。,publication.create_publication_work; publication.switch_publication_content_version 的最终 flush/commit command 或独立 worker Session（间接 helper 不拥有事务）,真实 PostgreSQL FOREIGN KEY sentinel：fk_publication_works_content_version_id_content_versions；仅覆盖直接 owner publication.create_publication_work; publication.switch_publication_content_version / operation createPublicationWork;switchPublicationContentVersion；断言失败边界、rollback、无 SUCCESS audit
fk_publication_works_created_by_users,publication_works,created_by -> users.id [RESTRICT],FOREIGN KEY,"backend/alembic/versions/0034_publication_workflow_redesign.py:49-158; backend/alembic/versions/0035_business_workflow_primary_tasks.py:83-121; backend/alembic/versions/0037_simplify_deletion_lifecycle.py:166-185 ; backend/app/models/publication.py:28-290 ; contracts/database.md:329,333,434-448",publication.create_publication_work,createPublicationWork,publication.create_publication_work: 直接写入/修改/删除链按该列或触发器语义执行；未见 fk_publication_works_created_by_users 专用预检，数据库 FOREIGN KEY 是 authority,publication.create_publication_work: 未见按 fk_publication_works_created_by_users 专用 diagnostics mapper；失败由最终 owner rollback，异常进入全局 handler（worker 则由独立 Session 处理）,HTTP owner 当前未捕获时全局 409 REVISION_CONFLICT / 数据约束冲突（不泄漏 DB）。,fk_publication_works_created_by_users：按 PostgreSQL diagnostics 精确映射；未批准领域 code 时 default500/contract-decision required，禁止错误文本映射。,publication.create_publication_work 的最终 flush/commit command 或独立 worker Session（间接 helper 不拥有事务）,真实 PostgreSQL FOREIGN KEY sentinel：fk_publication_works_created_by_users；仅覆盖直接 owner publication.create_publication_work / operation createPublicationWork；断言失败边界、rollback、无 SUCCESS audit
